"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"770",823,"Retirado","Casado",29,2,"1",74,"Marzo","Aries",10,"Elemental","Elemental",NA,"Hombre","Blanca","Rehusa",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Liberal","A Favor","A Favor",NA,"Judío","Rutinaria","3",NA,"A Favor","De Acuerdo","No","Diariamente",6,"Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Varios días a la semana","Diariamente","Completamente falso","1 Compañero","Una o dos veces","Casa propia","31,5",1919,"60,000 o más","Sin Bachillerato","50+","Liberal",NA,"Sí","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta"
"771",824,"A tiempo completo","Casado",27,3,"0",35,"Agosto","Leo",16,"Diploma universitario","Elemental","Medio","Mujer","Blanca","$75000+","$40000-49999",NA,NA,NA,"Republicano","Ha votado","Moderado","A Favor","A Favor",NA,"Católico","Excitante","2",NA,"A Favor","En Desacuerdo",NA,"Diariamente",2,"Me disgusta","Me disgusta",NA,"Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","Me gusta a ratos","Me disgusta","Me disgusta","No me gusta","No","No","Diariamente","Varios días a la semana","Diariamente","Completamente falso","1 Compañero","Una vez a la semana","En alquiler","73,6",1958,"60,000 o más","Bachiller","30-39","Moderado",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"772",825,"A tiempo completo","Casado",23,2,"1",31,"Octubre","Libra",16,"Diploma universitario","Medio","Medio","Mujer","Blanca","$50000-59999","$25000-29999",NA,NA,NA,"Republicano","No ha votado","Ligeramente liberal","A Favor",NA,"En Contra","Otra",NA,"2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Una vez a la semana",1,"Me gusta",NA,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","No me gusta","Me gusta","No me gusta","Me disgusta","Sí","No","Varios días a la semana","Varios días a la semana","Varios días al mes","Completamente cierto","1 Compañero","2-3 veces al mes","Casa propia","64,8",1962,"40,000 - 59,999","Bachiller","30-39","Tendencia liberal",NA,"Sí","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta a ratos"
"773",826,"A tiempo completo","Casado",30,11,"2",40,"Septiembre","Virgo",18,"Licenciado","Licenciado","Medio","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Republicano","Ha votado","Conservador","A Favor",NA,"En Contra","Otra",NA,"2","En Desacuerdo","En Contra","De Acuerdo","No","Varios días a la semana",5,"Me gusta",NA,"Me gusta","No me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me disgusta","No","No","Varios días a la semana","Diariamente","Varios días al mes","Completamente falso","1 Compañero","2-3 veces a la semana","Casa propia","97,2",1953,"60,000 o más","Bachiller","40-49","Conservador",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta"
"774",827,"A tiempo completo","Soltero",NA,1,"0",30,"Marzo","Piscis",16,"Diploma universitario",NA,"Elemental","Mujer","Otra","Rehusa","Rehusa",NA,NA,NA,"Republicano Militante","No ha votado","Conservador","A Favor","A Favor","En Contra","Judío","Excitante",NA,NA,NA,NA,NA,NA,2,"Me disgusta","Me disgusta","Me gusta a ratos","Me gusta","No me gusta","Me gusta","No me gusta","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","No","Sí","Diariamente","Diariamente","Varios días a la semana","Completamente falso","Ninguno","Ninguna",NA,"50,5",1963,"60,000 o más","Bachiller","30-39","Conservador",NA,"No","Me gusta","Me gusta","Me disgusta","Me gusta"
"775",828,"A tiempo completo","Casado",30,6,"0",51,"Febrero","Acuario",12,"Medio","Elemental","Elemental","Hombre","Blanca","$75000+","$50000-59999",NA,NA,NA,"Republicano","Ha votado","Liberal","A Favor",NA,"En Contra","Católico",NA,"2","Completamente en Desacuerdo","En Contra","En Desacuerdo","Sí","Una vez a la semana",2,"Me gusta a ratos","Me gusta","Me gusta","No me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta mucho","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Varios días a la semana",NA,"1 Compañero","Una vez a la semana","Casa propia","28,9",1942,"60,000 o más","Sin Bachillerato","50+","Liberal",NA,"Sí","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta"
"776",829,"Retirado","Viudo",23,1,"3",76,"Marzo","Piscis",12,"Medio","Elemental","Medio","Hombre","Blanca","$10000-12499",NA,NA,NA,NA,"Republicano","Ha votado","Ligeramente liberal","A Favor","En Contra",NA,"Protestante","Rutinaria","2","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Diariamente",3,"Me gusta",NA,"Me gusta","Me gusta a ratos","Me gusta","Me gusta",NA,"Me gusta","Me gusta","Me gusta",NA,"No","No","Varios días al mes","Diariamente","Raramente",NA,"Ninguno","Ninguna","Casa propia","30",1917,"24,999 o menos","Sin Bachillerato","50+","Tendencia liberal",NA,"No","Me gusta","Me gusta","Me gusta","Me gusta a ratos"
"777",830,"Retirado","Casado",47,4,"0",56,"Octubre","Escorpio",12,"Medio","Elemental","Medio","Hombre","Negra","$50000-59999",NA,NA,NA,NA,"Demócrata Militante","Ha votado","Conservador","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,12,"Me gusta mucho",NA,"Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","Sí","No","Varios días al mes","Diariamente","Varios días a la semana","Probablemente falso","1 Compañero","4+ veces a la semana",NA,"29,8",1937,"40,000 - 59,999","Sin Bachillerato","50+","Conservador",NA,"Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"778",831,"A tiempo completo","Soltero",NA,2,"0",24,"Junio","Géminis",15,"Medio","Bachillerato","Medio","Hombre","Negra","$50000-59999","$25000-29999",NA,NA,NA,"Demócrata Militante","Ha votado","Ligeramente liberal","A Favor","A Favor","En Contra","Católico","Excitante",NA,NA,NA,NA,NA,NA,2,"Me gusta","No me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta a ratos","No me gusta","Me gusta mucho","No me gusta","Me gusta mucho","Me disgusta","Sí","No","Varios días al mes","Diariamente","Raramente","Probablemente falso","3 Compañeros","Una vez a la semana",NA,"51,9",1969,"40,000 - 59,999","Sin Bachillerato","18-29","Tendencia liberal",NA,"No","Me gusta a ratos","Me gusta","Me gusta","Me gusta"
"779",832,"A tiempo completo","Casado",25,3,"3",38,"Junio","Géminis",16,"Diploma universitario","Diploma universitario","Diploma universitario","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Demócrata Militante","Ha votado","Liberal","En Contra","A Favor","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,0,"Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","Me gusta","No me gusta","Me gusta a ratos","No me gusta","Sí","Sí","Raramente","Varios días a la semana","Varios días a la semana","Completamente cierto","1 Compañero","2-3 veces al mes",NA,"92,3",1955,"60,000 o más","Bachiller","30-39","Liberal",NA,"Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"780",833,"A tiempo completo","Casado",24,2,"2",74,"Mayo","Tauro",12,"Medio","Elemental","Elemental","Hombre","Blanca","$75000+","$75000+",NA,NA,NA,"Republicano","Ha votado",NA,"A Favor","A Favor",NA,NA,"Excitante","2","De Acuerdo","En Contra","De Acuerdo","Sí","Diariamente",3,"Me gusta a ratos",NA,"Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","No me gusta","Me gusta a ratos","Me disgusta",NA,"No","No","Diariamente","Diariamente","Diariamente","Completamente cierto","Ninguno","Ninguna","Casa propia","50,7",1919,"60,000 o más","Sin Bachillerato","50+",NA,NA,"Sí","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta"
"781",834,"Retirado","Casado",24,1,"3",60,"Febrero","Piscis",16,"Diploma universitario","Diploma universitario",NA,"Mujer","Blanca","$75000+","$75000+",NA,NA,NA,"Republicano","Ha votado","Liberal","A Favor","A Favor",NA,"Ninguna","Excitante","2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Una vez a la semana",2,"Me gusta mucho","Me gusta a ratos","Me gusta","Me gusta","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta","No me gusta","Me gusta","No me gusta","No","Sí","Varios días a la semana","Diariamente","Raramente","Probablemente cierto","1 Compañero","Una o dos veces","Casa propia","50,7",1933,"60,000 o más","Bachiller","50+","Liberal",NA,"Sí","Me gusta a ratos","Me gusta","Me gusta","Me gusta"
"782",835,"A tiempo completo","Casado",25,8,"2",63,"Junio","Géminis",14,"Bachillerato",NA,"Elemental","Mujer","Blanca","$60000-74999","$30000-34999",NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado","En Contra",NA,"En Contra","Protestante",NA,"4","Completamente en Desacuerdo","En Contra","En Desacuerdo","No","Varios días a la semana",1,"No me gusta","Me gusta mucho","Me gusta","No me gusta","Me gusta","Me gusta mucho","Me gusta","No me gusta","Me gusta mucho","Me disgusta","Me disgusta","No","No","Varios días al mes","Diariamente","Varios días al mes","Completamente falso","1 Compañero","Una vez al mes","Casa propia","38,4",1930,"60,000 o más","Sin Bachillerato","50+","Moderado",NA,"Sí","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"783",836,"Retirado","Casado",19,2,"3",64,"Mayo","Tauro",10,"Elemental","Elemental","Elemental","Hombre","Blanca","$35000-39999",NA,NA,NA,NA,"Republicano Militante","Ha votado","Ligeramente conservador","A Favor","A Favor",NA,"Católico","Rutinaria","3","Completamenete de Acuerdo","A Favor","Completamente en Desacuerdo","No","Diariamente",3,"Me gusta","Me disgusta","Me gusta mucho","Me disgusta","No me gusta","Me gusta","Me gusta","Me disgusta","Me disgusta","Me disgusta","Me disgusta","Sí","Sí","Diariamente","Diariamente","Diariamente","Completamente cierto","1 Compañero","Una vez al mes","Casa propia","35,1",1929,"25,000 - 39,999","Sin Bachillerato","50+","Tendencia conservadora",NA,"Sí","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"784",837,"A tiempo completo","Casado",19,1,"5",51,"Diciembre","Capricornio",10,"Elemental","Elemental","Medio","Hombre","Blanca","$30000-34999","$25000-29999",NA,NA,NA,"Simpatizante Republicano","Ha votado","Moderado",NA,"A Favor",NA,"Católico","Rutinaria","2","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me disgusta","Me disgusta","No","Sí","Varios días al mes","Diariamente","Diariamente","Probablemente cierto","1 Compañero","2-3 veces al mes","Casa propia","63,5",1942,"25,000 - 39,999","Sin Bachillerato","50+","Moderado",NA,"Sí","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"785",838,"Ama de casa","Casado",28,3,"1",31,"Noviembre","Escorpio",16,"Diploma universitario","Medio","Medio","Mujer","Otra",NA,NA,NA,NA,NA,"Simpatizante Republicano","No elegible","Moderado","En Contra",NA,"En Contra","Católico",NA,"2","En Desacuerdo","A Favor","De Acuerdo",NA,"Una vez a la semana",5,"Me gusta a ratos",NA,"No me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me disgusta","No","No","Varios días a la semana","Diariamente","Diariamente","Completamente falso","1 Compañero","Una vez al mes","Otro","35,4",1962,"60,000 o más","Bachiller","30-39","Moderado",NA,"Sí","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta a ratos"
"786",839,"Ama de casa","Viudo",24,3,"0",74,"Mayo","Géminis",14,"Medio","Licenciado","Medio","Mujer","Blanca","$35000-39999",NA,NA,NA,NA,"Republicano","Ha votado","Decididamente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Diariamente",2,"Me gusta mucho","Me disgusta","Me disgusta","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me disgusta","No","Sí","Raramente","Diariamente","Varios días a la semana",NA,"Ninguno","Ninguna","En alquiler","38,4",1919,"25,000 - 39,999","Sin Bachillerato","50+","Conservador",NA,"No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"787",840,"A tiempo completo","Soltero",NA,4,"0",33,"Enero","Capricornio",16,"Diploma universitario","Elemental","Medio","Hombre","Blanca","$50000-59999","$50000-59999",NA,NA,NA,"Simpatizante Republicano","No ha votado","Moderado","A Favor",NA,"A Favor","Católico",NA,"2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",2,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","Me disgusta","Me gusta a ratos","No me gusta","No me gusta","Me disgusta","Sí","Sí","Varios días a la semana","Diariamente","Varios días a la semana","Completamente cierto","Ninguno","Ninguna","En alquiler","76,3",1960,"40,000 - 59,999","Bachiller","30-39","Moderado",NA,"No","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
"788",841,"A tiempo completo","Soltero",NA,1,"0",27,"Agosto","Leo",20,"Licenciado","Medio","Medio","Hombre","Blanca","$30000-34999","$15000-17499",NA,NA,NA,"Republicano","No ha votado","Moderado","A Favor","A Favor",NA,"Judío","Excitante","2","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","Sí","Varios días a la semana",2,"No me gusta","No me gusta","No me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta","Me disgusta","Me disgusta","Me gusta mucho","No","Sí","Varios días al mes","Diariamente","Diariamente","Completamente cierto","5-10 Compañeros","Una vez a la semana","En alquiler","96",1966,"25,000 - 39,999","Bachiller","18-29","Moderado",NA,"No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"789",842,"A tiempo completo","Soltero",NA,3,"0",22,"Julio","Cáncer",12,"Medio",NA,"Medio","Mujer","Negra","$25000-29999","$15000-17499",NA,NA,NA,"Republicano Militante","No ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Excitante","3","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Varios días a la semana",3,NA,NA,NA,"Me gusta","Me gusta",NA,NA,"Me gusta",NA,"Me gusta",NA,"No","No","Varios días al mes","Varios días a la semana","Varios días a la semana","Completamente falso","2 Compañeros","Una o dos veces","En alquiler","29,1",1971,"25,000 - 39,999","Sin Bachillerato","18-29","Moderado",NA,"No",NA,"Me gusta","Me gusta","Me gusta"
"790",843,"A tiempo completo","Casado",25,1,"2",40,"Octubre","Libra",13,"Medio","Elemental","Medio","Hombre","Blanca","$40000-49999","$40000-49999",NA,NA,NA,"Independiente","No ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"4","Completamente en Desacuerdo","A Favor","De Acuerdo","No","Menos de una vez a la semana",3,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta","No me gusta","Me gusta a ratos","No me gusta","No","No","Diariamente","Varios días a la semana","Varios días a la semana","Completamente falso","1 Compañero","2-3 veces al mes","Casa propia","86",1953,"40,000 - 59,999","Sin Bachillerato","40-49","Tendencia conservadora",NA,"Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"791",844,"Estudiante","Soltero",NA,2,"0",21,"Febrero","Acuario",13,"Medio","Diploma universitario","Diploma universitario","Mujer","Blanca","$35000-39999",NA,NA,NA,NA,"Demócrata","No ha votado","Ligeramente liberal","En Contra","A Favor",NA,"Judío","Excitante","3","Completamenete de Acuerdo","A Favor","De Acuerdo","No","Una vez a la semana",2,"Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","No","Sí","Raramente","Varios días a la semana","Varios días a la semana","Completamente cierto","1 Compañero","4+ veces a la semana","Casa propia",NA,1972,"25,000 - 39,999","Sin Bachillerato","18-29","Tendencia liberal",NA,"No","Me gusta","Me gusta","Me gusta","Me gusta"
"792",845,"A tiempo parcial","Separado",18,3,"4",33,"Junio","Cáncer",12,"Medio","Elemental","Medio","Mujer","Blanca","$5000-5999","Menos de $1000",NA,NA,NA,"Independiente","Ha votado","Moderado",NA,NA,NA,"Católico",NA,"2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Una vez a la semana",5,NA,"No me gusta","Me gusta a ratos","No me gusta",NA,NA,"Me gusta a ratos","No me gusta","No me gusta","Me gusta a ratos","No me gusta","No","No","Diariamente","Diariamente","Nunca","Probablemente cierto","1 Compañero","2-3 veces a la semana","En alquiler","37,7",1960,"24,999 o menos","Sin Bachillerato","30-39","Moderado",NA,"No",NA,"Me disgusta","Me gusta a ratos","Me disgusta"
"793",846,"A tiempo completo","Divorciado",28,4,"0",43,"Noviembre","Sagitario",12,"Medio","Elemental","Diploma universitario","Mujer","Otra","$25000-29999","$25000-29999",NA,NA,NA,"Simpatizante Demócrata","No ha votado","Ligeramente liberal","En Contra","A Favor","A Favor","Protestante","Excitante",NA,NA,NA,NA,NA,NA,3,"Me gusta mucho","Me gusta a ratos","No me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Varios días a la semana",NA,"2 Compañeros","2-3 veces al mes",NA,"62,1",1950,"25,000 - 39,999","Sin Bachillerato","40-49","Tendencia liberal",NA,"No","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"794",848,"Ama de casa","Casado",26,3,"1",25,"Junio","Géminis",16,"Diploma universitario","Medio","Diploma universitario","Mujer","Blanca","$75000+",NA,NA,NA,NA,"Otro Partido","No ha votado","Ligeramente liberal","A Favor","A Favor",NA,"Judío","Rutinaria","2","De Acuerdo","A Favor","En Desacuerdo","Sí","Menos de una vez a la semana",3,"Me gusta",NA,"No me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","No me gusta","No me gusta","No me gusta","Sí","Sí","Diariamente","Diariamente","Diariamente","Probablemente cierto","1 Compañero","Una vez a la semana","En alquiler","64,1",1968,"60,000 o más","Bachiller","18-29","Tendencia liberal",NA,"Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"795",849,"A tiempo completo","Casado",32,3,"1",35,"Octubre","Libra",20,"Licenciado","Elemental","Medio","Hombre","Blanca","$75000+","$40000-49999",NA,NA,NA,"Demócrata","Ha votado","Moderado","A Favor","En Contra",NA,"Católico","Excitante","2","Completamenete de Acuerdo","A Favor","De Acuerdo","Sí","Diariamente",3,"No me gusta","No me gusta","No me gusta","Me gusta","Me disgusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos",NA,"Me disgusta","Me gusta a ratos","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","Una vez al mes","Casa propia","92,3",1958,"60,000 o más","Bachiller","30-39","Moderado",NA,"Sí","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta"
